datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,count,registered
03/08/2011 05:00,Fall,No,Not a weekend,Cloudy,31.16,34.85,55,6.0032,2,24,22
03/08/2011 06:00,Fall,No,Not a weekend,Light Rain,29.52,34.09,66,32.9975,9,110,101
03/08/2011 07:00,Fall,No,Not a weekend,Cloudy,30.34,33.335,51,15.0013,19,271,252
03/08/2011 08:00,Fall,No,Not a weekend,Cloudy,30.34,33.335,51,11.0014,29,437,408
03/08/2011 09:00,Fall,No,Not a weekend,Cloudy,30.34,34.09,55,12.998,23,195,172
03/08/2011 10:00,Fall,No,Not a weekend,Light Rain,30.34,34.09,58,6.0032,9,68,59
03/08/2011 11:00,Fall,No,Not a weekend,Cloudy,30.34,34.09,58,7.0015,29,122,93
03/08/2011 12:00,Fall,No,Not a weekend,Light Rain,31.16,34.85,55,8.9981,19,161,142
03/08/2011 13:00,Fall,No,Not a weekend,Cloudy,31.16,35.605,58,15.0013,37,144,107
03/08/2011 14:00,Fall,No,Not a weekend,Cloudy,31.16,35.605,58,15.0013,43,147,104
03/08/2011 15:00,Fall,No,Not a weekend,Cloudy,28.7,33.335,79,8.9981,31,118,87
03/08/2011 16:00,Fall,No,Not a weekend,Light Rain,27.88,31.82,79,0,21,150,129
03/08/2011 17:00,Fall,No,Not a weekend,Cloudy,28.7,33.335,79,0,47,425,378
03/08/2011 18:00,Fall,No,Not a weekend,Light Rain,28.7,33.335,84,0,49,492,443
03/08/2011 19:00,Fall,No,Not a weekend,Light Rain,28.7,33.335,84,0,51,321,270
03/08/2011 20:00,Fall,No,Not a weekend,Light Rain,28.7,33.335,84,7.0015,7,87,80
03/08/2011 21:00,Fall,No,Not a weekend,Cloudy,27.88,31.82,89,8.9981,7,88,81
03/08/2011 22:00,Fall,No,Not a weekend,Light Rain,27.88,31.82,89,7.0015,11,77,66
03/08/2011 23:00,Fall,No,Not a weekend,Cloudy,27.88,31.82,89,6.0032,4,56,52
04/08/2011 00:00,Fall,No,Not a weekend,Cloudy,27.88,31.82,89,6.0032,2,17,15
04/08/2011 01:00,Fall,No,Not a weekend,Cloudy,27.06,29.545,94,6.0032,3,17,14
04/08/2011 02:00,Fall,No,Not a weekend,Cloudy,27.06,29.545,94,6.0032,2,7,5
04/08/2011 03:00,Fall,No,Not a weekend,Light Rain,27.06,29.545,94,6.0032,0,3,3
04/08/2011 04:00,Fall,No,Not a weekend,Cloudy,27.88,31.82,89,0,0,7,7
04/08/2011 05:00,Fall,No,Not a weekend,Cloudy,27.88,31.82,89,0,3,20,17
04/08/2011 06:00,Fall,No,Not a weekend,Cloudy,27.88,31.82,89,19.9995,7,97,90
04/08/2011 07:00,Fall,No,Not a weekend,Cloudy,27.88,31.82,89,19.9995,11,282,271
04/08/2011 08:00,Fall,No,Not a weekend,Cloudy,28.7,32.575,82,23.9994,29,398,369
04/08/2011 09:00,Fall,No,Not a weekend,Clear,29.52,34.85,74,22.0028,25,187,162
04/08/2011 10:00,Fall,No,Not a weekend,Clear,29.52,33.335,71,19.9995,24,113,89
04/08/2011 11:00,Fall,No,Not a weekend,Cloudy,30.34,34.85,66,15.0013,37,149,112
04/08/2011 12:00,Fall,No,Not a weekend,Cloudy,31.16,35.605,62,15.0013,53,205,152
04/08/2011 13:00,Fall,No,Not a weekend,Clear,31.16,35.605,58,0,63,205,142
04/08/2011 14:00,Fall,No,Not a weekend,Clear,32.8,37.88,55,11.0014,53,167,114
04/08/2011 15:00,Fall,No,Not a weekend,Clear,32.8,37.88,55,16.9979,50,165,115
04/08/2011 16:00,Fall,No,Not a weekend,Clear,31.16,35.605,62,22.0028,70,290,220
04/08/2011 17:00,Fall,No,Not a weekend,Clear,31.16,35.605,62,22.0028,91,555,464
04/08/2011 18:00,Fall,No,Not a weekend,Clear,28.7,33.335,74,19.9995,88,523,435
04/08/2011 19:00,Fall,No,Not a weekend,Clear,28.7,33.335,74,19.0012,65,366,301
04/08/2011 20:00,Fall,No,Not a weekend,Cloudy,28.7,33.335,74,12.998,41,286,245
04/08/2011 21:00,Fall,No,Not a weekend,Cloudy,28.7,33.335,74,12.998,25,211,186
04/08/2011 22:00,Fall,No,Not a weekend,Clear,27.88,31.82,74,12.998,33,174,141
04/08/2011 23:00,Fall,No,Not a weekend,Clear,27.06,31.06,74,7.0015,24,132,108
05/08/2011 00:00,Fall,No,Not a weekend,Clear,27.06,31.06,74,7.0015,13,54,41
05/08/2011 01:00,Fall,No,Not a weekend,Clear,26.24,29.545,78,6.0032,3,19,16
05/08/2011 02:00,Fall,No,Not a weekend,Clear,27.06,31.06,69,0,5,19,14
05/08/2011 03:00,Fall,No,Not a weekend,Clear,26.24,29.545,78,6.0032,0,6,6
05/08/2011 04:00,Fall,No,Not a weekend,Clear,26.24,29.545,78,8.9981,1,7,6
05/08/2011 05:00,Fall,No,Not a weekend,Clear,26.24,29.545,78,6.0032,0,16,16
05/08/2011 06:00,Fall,No,Not a weekend,Clear,26.24,29.545,78,8.9981,7,101,94
05/08/2011 07:00,Fall,No,Not a weekend,Clear,27.06,30.305,78,8.9981,23,270,247
05/08/2011 08:00,Fall,No,Not a weekend,Clear,28.7,32.575,65,15.0013,39,454,415
05/08/2011 09:00,Fall,No,Not a weekend,Clear,29.52,33.335,58,7.0015,43,226,183
05/08/2011 10:00,Fall,No,Not a weekend,Clear,30.34,34.09,55,8.9981,50,163,113
05/08/2011 11:00,Fall,No,Not a weekend,Cloudy,31.16,34.85,52,16.9979,44,147,103
05/08/2011 12:00,Fall,No,Not a weekend,Clear,31.16,34.85,52,16.9979,57,216,159
05/08/2011 13:00,Fall,No,Not a weekend,Clear,31.98,35.605,52,16.9979,40,204,164
05/08/2011 14:00,Fall,No,Not a weekend,Cloudy,31.98,35.605,52,16.9979,81,245,164
05/08/2011 15:00,Fall,No,Not a weekend,Clear,31.16,34.85,55,16.9979,50,210,160
05/08/2011 16:00,Fall,No,Not a weekend,Clear,32.8,37.12,49,16.9979,76,330,254
05/08/2011 17:00,Fall,No,Not a weekend,Clear,31.98,35.605,49,19.9995,84,550,466
05/08/2011 18:00,Fall,No,Not a weekend,Clear,31.16,34.85,52,16.9979,105,466,361
05/08/2011 19:00,Fall,No,Not a weekend,Clear,30.34,34.09,55,16.9979,90,372,282
05/08/2011 20:00,Fall,No,Not a weekend,Clear,29.52,33.335,58,15.0013,70,291,221
05/08/2011 21:00,Fall,No,Not a weekend,Clear,28.7,32.575,65,12.998,54,173,119
05/08/2011 22:00,Fall,No,Not a weekend,Clear,28.7,32.575,65,15.0013,51,188,137
05/08/2011 23:00,Fall,No,Not a weekend,Clear,27.88,31.82,69,15.0013,37,139,102
06/08/2011 00:00,Fall,No,Holiday,Clear,27.06,30.305,78,12.998,29,133,104
06/08/2011 01:00,Fall,No,Holiday,Clear,27.06,30.305,78,11.0014,17,67,50
06/08/2011 02:00,Fall,No,Holiday,Clear,27.06,30.305,78,15.0013,14,53,39
06/08/2011 03:00,Fall,No,Holiday,Cloudy,27.06,30.305,78,11.0014,14,42,28
06/08/2011 04:00,Fall,No,Holiday,Cloudy,27.06,30.305,83,11.0014,5,10,5
06/08/2011 05:00,Fall,No,Holiday,Clear,26.24,28.79,89,6.0032,2,6,4
06/08/2011 06:00,Fall,No,Holiday,Clear,26.24,28.79,89,7.0015,5,27,22
06/08/2011 07:00,Fall,No,Holiday,Clear,27.88,31.82,83,11.0014,14,63,49
06/08/2011 08:00,Fall,No,Holiday,Clear,27.88,31.82,83,11.0014,27,121,94
06/08/2011 09:00,Fall,No,Holiday,Clear,30.34,34.85,70,15.0013,60,215,155
06/08/2011 10:00,Fall,No,Holiday,Cloudy,30.34,34.85,70,19.0012,91,290,199
06/08/2011 11:00,Fall,No,Holiday,Clear,31.98,37.12,62,15.0013,138,349,211
06/08/2011 12:00,Fall,No,Holiday,Clear,32.8,37.88,55,15.0013,130,382,252
06/08/2011 13:00,Fall,No,Holiday,Cloudy,32.8,38.635,59,22.0028,176,441,265
06/08/2011 14:00,Fall,No,Holiday,Clear,33.62,38.635,52,16.9979,176,380,204
06/08/2011 15:00,Fall,No,Holiday,Cloudy,34.44,40.15,53,16.9979,130,362,232
06/08/2011 16:00,Fall,No,Holiday,Light Rain,30.34,35.605,79,11.0014,155,343,188
06/08/2011 17:00,Fall,No,Holiday,Light Rain,30.34,35.605,79,11.0014,61,149,88
06/08/2011 18:00,Fall,No,Holiday,Cloudy,29.52,34.85,79,30.0026,81,211,130
06/08/2011 19:00,Fall,No,Holiday,Light Rain,29.52,35.605,84,16.9979,57,171,114
06/08/2011 20:00,Fall,No,Holiday,Light Rain,29.52,34.85,79,19.0012,58,137,79
06/08/2011 21:00,Fall,No,Holiday,Cloudy,28.7,33.335,84,22.0028,28,114,86
06/08/2011 22:00,Fall,No,Holiday,Cloudy,28.7,33.335,84,22.0028,24,120,96
06/08/2011 23:00,Fall,No,Holiday,Light Rain,28.7,33.335,84,19.0012,29,108,79
07/08/2011 00:00,Fall,No,Holiday,Cloudy,28.7,33.335,84,19.0012,14,80,66
07/08/2011 01:00,Fall,No,Holiday,Cloudy,28.7,33.335,84,16.9979,10,73,63
07/08/2011 02:00,Fall,No,Holiday,Cloudy,28.7,33.335,84,15.0013,18,66,48
07/08/2011 03:00,Fall,No,Holiday,Cloudy,28.7,33.335,84,8.9981,9,32,23
07/08/2011 04:00,Fall,No,Holiday,Clear,28.7,33.335,84,8.9981,1,6,5
07/08/2011 05:00,Fall,No,Holiday,Clear,28.7,33.335,89,12.998,1,5,4
07/08/2011 06:00,Fall,No,Holiday,Clear,28.7,33.335,89,11.0014,3,13,10
07/08/2011 07:00,Fall,No,Holiday,Clear,28.7,33.335,84,12.998,11,39,28
07/08/2011 08:00,Fall,No,Holiday,Clear,29.52,34.85,79,12.998,23,89,66
07/08/2011 09:00,Fall,No,Holiday,Clear,31.16,37.12,75,7.0015,82,184,102
07/08/2011 10:00,Fall,No,Holiday,Clear,32.8,40.15,66,8.9981,88,266,178
07/08/2011 11:00,Fall,No,Holiday,Clear,33.62,41.665,63,0,113,269,156
07/08/2011 12:00,Fall,No,Holiday,Clear,36.9,42.425,42,19.9995,161,370,209
07/08/2011 13:00,Fall,No,Holiday,Clear,36.9,42.425,42,19.9995,118,324,206
07/08/2011 14:00,Fall,No,Holiday,Clear,35.26,40.15,47,12.998,130,322,192
07/08/2011 15:00,Fall,No,Holiday,Light Rain,29.52,34.85,74,19.9995,118,326,208
07/08/2011 16:00,Fall,No,Holiday,Light Rain,29.52,34.85,74,19.9995,74,193,119
07/08/2011 17:00,Fall,No,Holiday,Light Rain,30.34,35.605,74,43.0006,63,194,131
07/08/2011 18:00,Fall,No,Holiday,Clear,29.52,34.85,74,6.0032,74,229,155
07/08/2011 19:00,Fall,No,Holiday,Clear,29.52,34.85,79,11.0014,68,228,160
07/08/2011 20:00,Fall,No,Holiday,Clear,29.52,35.605,84,8.9981,50,183,133
07/08/2011 21:00,Fall,No,Holiday,Clear,29.52,35.605,84,7.0015,36,136,100
07/08/2011 22:00,Fall,No,Holiday,Clear,28.7,33.335,89,12.998,21,103,82
07/08/2011 23:00,Fall,No,Holiday,Clear,28.7,33.335,79,7.0015,12,55,43
08/08/2011 00:00,Fall,No,Not a weekend,Clear,28.7,33.335,79,7.0015,13,30,17
08/08/2011 01:00,Fall,No,Not a weekend,Clear,27.88,31.82,83,8.9981,4,12,8
08/08/2011 02:00,Fall,No,Not a weekend,Clear,27.06,29.545,89,0,4,7,3
08/08/2011 03:00,Fall,No,Not a weekend,Clear,27.06,29.545,89,0,1,1,0
08/08/2011 04:00,Fall,No,Not a weekend,Clear,27.06,29.545,89,7.0015,2,10,8
08/08/2011 05:00,Fall,No,Not a weekend,Clear,28.7,33.335,79,6.0032,1,15,14
08/08/2011 06:00,Fall,No,Not a weekend,Clear,28.7,32.575,65,19.0012,8,95,87
08/08/2011 07:00,Fall,No,Not a weekend,Clear,29.52,34.09,62,19.9995,18,267,249
08/08/2011 08:00,Fall,No,Not a weekend,Clear,30.34,34.09,58,22.0028,29,349,320
08/08/2011 09:00,Fall,No,Not a weekend,Clear,31.16,34.85,55,26.0027,37,183,146
08/08/2011 10:00,Fall,No,Not a weekend,Clear,32.8,37.12,52,26.0027,62,124,62
08/08/2011 11:00,Fall,No,Not a weekend,Clear,33.62,37.12,48,23.9994,90,179,89
08/08/2011 12:00,Fall,No,Not a weekend,Clear,33.62,37.88,46,16.9979,48,182,134
08/08/2011 13:00,Fall,No,Not a weekend,Clear,34.44,37.88,44,19.9995,43,151,108
08/08/2011 14:00,Fall,No,Not a weekend,Clear,33.62,37.12,43,19.9995,41,150,109
08/08/2011 15:00,Fall,No,Not a weekend,Clear,34.44,37.88,41,19.9995,40,126,86
08/08/2011 16:00,Fall,No,Not a weekend,Clear,35.26,38.635,39,19.0012,64,282,218
08/08/2011 17:00,Fall,No,Not a weekend,Clear,35.26,38.635,39,11.0014,67,527,460
08/08/2011 18:00,Fall,No,Not a weekend,Clear,34.44,37.88,41,8.9981,64,529,465
08/08/2011 19:00,Fall,No,Not a weekend,Clear,33.62,37.12,43,7.0015,64,416,352
08/08/2011 20:00,Fall,No,Not a weekend,Clear,32.8,37.88,55,0,71,286,215
08/08/2011 21:00,Fall,No,Not a weekend,Clear,31.16,35.605,58,6.0032,30,186,156
08/08/2011 22:00,Fall,No,Not a weekend,Clear,31.16,35.605,58,7.0015,26,147,121
08/08/2011 23:00,Fall,No,Not a weekend,Clear,30.34,34.85,66,7.0015,19,72,53
09/08/2011 00:00,Fall,No,Not a weekend,Clear,29.52,34.85,79,8.9981,10,35,25
09/08/2011 01:00,Fall,No,Not a weekend,Clear,29.52,34.09,66,0,5,14,9
09/08/2011 02:00,Fall,No,Not a weekend,Clear,29.52,34.09,70,0,9,12,3
09/08/2011 03:00,Fall,No,Not a weekend,Clear,29.52,34.09,62,0,0,3,3
09/08/2011 04:00,Fall,No,Not a weekend,Clear,28.7,33.335,74,0,1,7,6
09/08/2011 05:00,Fall,No,Not a weekend,Clear,28.7,32.575,65,6.0032,5,30,25
09/08/2011 06:00,Fall,No,Not a weekend,Clear,29.52,33.335,64,0,6,101,95
09/08/2011 07:00,Fall,No,Not a weekend,Clear,29.52,34.85,74,7.0015,30,343,313
09/08/2011 08:00,Fall,No,Not a weekend,Clear,30.34,34.85,66,0,40,392,352
09/08/2011 09:00,Fall,No,Not a weekend,Cloudy,31.98,37.12,62,8.9981,34,175,141
09/08/2011 10:00,Fall,No,Not a weekend,Cloudy,32.8,38.635,59,15.0013,55,144,89
09/08/2011 11:00,Fall,No,Not a weekend,Clear,32.8,38.635,59,15.0013,61,149,88
09/08/2011 12:00,Fall,No,Not a weekend,Clear,33.62,39.395,56,12.998,60,185,125
09/08/2011 13:00,Fall,No,Not a weekend,Clear,34.44,39.395,49,11.0014,48,175,127
09/08/2011 14:00,Fall,No,Not a weekend,Clear,35.26,39.395,44,19.0012,53,148,95
09/08/2011 15:00,Fall,No,Not a weekend,Clear,35.26,38.635,39,19.0012,58,164,106
09/08/2011 16:00,Fall,No,Not a weekend,Clear,35.26,38.635,39,19.9995,57,285,228
09/08/2011 17:00,Fall,No,Not a weekend,Clear,32.8,37.88,55,11.0014,79,532,453
09/08/2011 18:00,Fall,No,Not a weekend,Clear,32.8,37.88,55,12.998,97,585,488
09/08/2011 19:00,Fall,No,Not a weekend,Clear,32.8,37.12,49,7.0015,69,371,302
09/08/2011 20:00,Fall,No,Not a weekend,Clear,32.8,36.365,43,12.998,34,292,258
09/08/2011 21:00,Fall,No,Not a weekend,Clear,31.98,34.85,46,16.9979,46,230,184
09/08/2011 22:00,Fall,No,Not a weekend,Clear,31.98,34.85,46,19.9995,28,155,127
09/08/2011 23:00,Fall,No,Not a weekend,Clear,31.16,34.09,48,19.0012,22,75,53
10/08/2011 00:00,Fall,No,Not a weekend,Clear,30.34,33.335,51,15.0013,19,37,18
10/08/2011 01:00,Fall,No,Not a weekend,Clear,29.52,33.335,54,12.998,7,17,10
10/08/2011 02:00,Fall,No,Not a weekend,Clear,29.52,33.335,54,11.0014,1,11,10
10/08/2011 03:00,Fall,No,Not a weekend,Clear,28.7,32.575,58,11.0014,1,4,3
10/08/2011 04:00,Fall,No,Not a weekend,Clear,28.7,32.575,54,8.9981,1,5,4
10/08/2011 05:00,Fall,No,Not a weekend,Clear,27.88,31.82,61,6.0032,2,32,30
10/08/2011 06:00,Fall,No,Not a weekend,Clear,27.88,31.82,61,0,9,119,110
10/08/2011 07:00,Fall,No,Not a weekend,Clear,28.7,32.575,58,6.0032,16,305,289
10/08/2011 08:00,Fall,No,Not a weekend,Clear,30.34,33.335,51,12.998,38,399,361
10/08/2011 09:00,Fall,No,Not a weekend,Clear,31.16,34.09,48,15.0013,32,180,148
10/08/2011 10:00,Fall,No,Not a weekend,Clear,32.8,36.365,43,15.0013,41,113,72
10/08/2011 11:00,Fall,No,Not a weekend,Clear,32.8,35.605,41,26.0027,54,149,95
10/08/2011 12:00,Fall,No,Not a weekend,Clear,33.62,36.365,38,19.9995,74,240,166
10/08/2011 13:00,Fall,No,Not a weekend,Clear,33.62,36.365,38,19.0012,41,191,150
10/08/2011 14:00,Fall,No,Not a weekend,Clear,34.44,36.365,34,22.0028,62,178,116
10/08/2011 15:00,Fall,No,Not a weekend,Clear,35.26,37.12,30,22.0028,53,194,141
10/08/2011 16:00,Fall,No,Not a weekend,Clear,35.26,37.12,26,19.9995,76,282,206
10/08/2011 17:00,Fall,No,Not a weekend,Clear,34.44,35.605,26,19.9995,71,584,513
10/08/2011 18:00,Fall,No,Not a weekend,Clear,33.62,35.605,28,19.9995,70,559,489
10/08/2011 19:00,Fall,No,Not a weekend,Clear,32.8,34.85,26,16.9979,79,413,334
10/08/2011 20:00,Fall,No,Not a weekend,Clear,31.16,33.335,31,8.9981,59,312,253
10/08/2011 21:00,Fall,No,Not a weekend,Clear,31.16,33.335,33,7.0015,47,209,162
10/08/2011 22:00,Fall,No,Not a weekend,Clear,30.34,32.575,37,0,17,139,122
10/08/2011 23:00,Fall,No,Not a weekend,Clear,30.34,32.575,37,6.0032,14,108,94
11/08/2011 00:00,Fall,No,Not a weekend,Clear,28.7,31.82,45,7.0015,6,46,40
11/08/2011 01:00,Fall,No,Not a weekend,Clear,28.7,31.82,45,8.9981,9,26,17
11/08/2011 02:00,Fall,No,Not a weekend,Clear,27.06,31.06,54,8.9981,3,11,8
11/08/2011 03:00,Fall,No,Not a weekend,Clear,26.24,31.06,57,8.9981,2,9,7
11/08/2011 04:00,Fall,No,Not a weekend,Clear,26.24,31.06,57,11.0014,1,5,4
11/08/2011 05:00,Fall,No,Not a weekend,Clear,26.24,31.06,61,12.998,2,25,23
11/08/2011 06:00,Fall,No,Not a weekend,Clear,25.42,30.305,65,11.0014,5,106,101
11/08/2011 07:00,Fall,No,Not a weekend,Clear,27.06,31.06,54,8.9981,15,307,292
11/08/2011 08:00,Fall,No,Not a weekend,Clear,28.7,31.82,45,11.0014,29,390,361
11/08/2011 09:00,Fall,No,Not a weekend,Clear,29.52,32.575,39,15.0013,31,197,166
11/08/2011 10:00,Fall,No,Not a weekend,Clear,30.34,32.575,37,16.9979,36,132,96
11/08/2011 11:00,Fall,No,Not a weekend,Clear,31.16,33.335,35,16.9979,59,187,128
11/08/2011 12:00,Fall,No,Not a weekend,Clear,31.98,34.09,31,16.9979,50,214,164
11/08/2011 13:00,Fall,No,Not a weekend,Clear,31.16,33.335,31,15.0013,51,217,166
11/08/2011 14:00,Fall,No,Not a weekend,Clear,32.8,34.85,29,0,39,142,103
11/08/2011 15:00,Fall,No,Not a weekend,Clear,32.8,34.85,29,19.9995,52,178,126
11/08/2011 16:00,Fall,No,Not a weekend,Clear,32.8,34.85,27,12.998,57,298,241
11/08/2011 17:00,Fall,No,Not a weekend,Clear,32.8,34.85,29,16.9979,96,582,486
11/08/2011 18:00,Fall,No,Not a weekend,Clear,31.98,34.09,29,6.0032,74,571,497
11/08/2011 19:00,Fall,No,Not a weekend,Clear,30.34,32.575,35,12.998,48,371,323
11/08/2011 20:00,Fall,No,Not a weekend,Clear,29.52,32.575,37,8.9981,56,288,232
11/08/2011 21:00,Fall,No,Not a weekend,Clear,28.7,32.575,48,6.0032,35,206,171
11/08/2011 22:00,Fall,No,Not a weekend,Clear,28.7,32.575,48,0,34,157,123
11/08/2011 23:00,Fall,No,Not a weekend,Clear,27.06,31.06,50,11.0014,22,127,105
12/08/2011 00:00,Fall,No,Not a weekend,Clear,26.24,31.06,53,11.0014,12,65,53
12/08/2011 01:00,Fall,No,Not a weekend,Clear,26.24,31.06,53,8.9981,4,23,19
12/08/2011 02:00,Fall,No,Not a weekend,Clear,25.42,31.06,57,12.998,0,15,15
12/08/2011 03:00,Fall,No,Not a weekend,Clear,25.42,31.06,53,11.0014,0,9,9
12/08/2011 04:00,Fall,No,Not a weekend,Clear,25.42,31.06,53,8.9981,0,5,5
12/08/2011 05:00,Fall,No,Not a weekend,Clear,24.6,31.06,56,8.9981,2,26,24
12/08/2011 06:00,Fall,No,Not a weekend,Clear,25.42,31.06,50,8.9981,3,76,73
12/08/2011 07:00,Fall,No,Not a weekend,Clear,26.24,31.06,44,11.0014,17,264,247
12/08/2011 08:00,Fall,No,Not a weekend,Clear,27.88,31.82,39,15.0013,29,426,397
12/08/2011 09:00,Fall,No,Not a weekend,Clear,29.52,32.575,34,8.9981,27,205,178
12/08/2011 10:00,Fall,No,Not a weekend,Clear,30.34,32.575,33,7.0015,44,130,86
12/08/2011 11:00,Fall,No,Not a weekend,Clear,31.16,33.335,29,0,48,156,108
12/08/2011 12:00,Fall,No,Not a weekend,Clear,32.8,34.85,27,0,55,222,167
12/08/2011 13:00,Fall,No,Not a weekend,Clear,31.98,34.09,29,6.0032,74,253,179
12/08/2011 14:00,Fall,No,Not a weekend,Clear,32.8,34.85,29,12.998,51,186,135
12/08/2011 15:00,Fall,No,Not a weekend,Clear,32.8,34.85,29,11.0014,59,249,190
12/08/2011 16:00,Fall,No,Not a weekend,Clear,33.62,35.605,28,0,68,334,266
12/08/2011 17:00,Fall,No,Not a weekend,Clear,33.62,35.605,26,0,93,516,423
12/08/2011 18:00,Fall,No,Not a weekend,Clear,31.16,34.09,40,19.9995,89,465,376
12/08/2011 19:00,Fall,No,Not a weekend,Clear,30.34,33.335,42,15.0013,101,385,284
12/08/2011 20:00,Fall,No,Not a weekend,Clear,29.52,32.575,42,15.0013,77,287,210
12/08/2011 21:00,Fall,No,Not a weekend,Clear,28.7,32.575,48,8.9981,73,226,153
12/08/2011 22:00,Fall,No,Not a weekend,Clear,27.88,31.82,51,0,74,231,157
12/08/2011 23:00,Fall,No,Not a weekend,Clear,27.88,31.82,51,0,51,151,100
13/08/2011 00:00,Fall,No,Holiday,Clear,27.88,31.82,51,7.0015,15,84,69
13/08/2011 01:00,Fall,No,Holiday,Cloudy,27.88,31.82,57,6.0032,13,77,64
13/08/2011 02:00,Fall,No,Holiday,Clear,27.88,31.82,57,0,16,74,58
13/08/2011 03:00,Fall,No,Holiday,Clear,27.06,31.06,65,8.9981,9,27,18
13/08/2011 04:00,Fall,No,Holiday,Cloudy,26.24,30.305,73,8.9981,5,10,5
13/08/2011 05:00,Fall,No,Holiday,Clear,26.24,30.305,73,7.0015,3,18,15
13/08/2011 06:00,Fall,No,Holiday,Clear,26.24,30.305,73,6.0032,3,22,19
13/08/2011 07:00,Fall,No,Holiday,Cloudy,27.06,31.06,74,12.998,10,44,34
13/08/2011 08:00,Fall,No,Holiday,Cloudy,28.7,32.575,65,11.0014,28,118,90
13/08/2011 09:00,Fall,No,Holiday,Cloudy,28.7,33.335,74,11.0014,70,208,138
13/08/2011 10:00,Fall,No,Holiday,Cloudy,29.52,34.85,74,15.0013,97,260,163
13/08/2011 11:00,Fall,No,Holiday,Cloudy,30.34,34.85,70,12.998,122,314,192
13/08/2011 12:00,Fall,No,Holiday,Cloudy,27.06,29.545,89,11.0014,175,421,246
13/08/2011 13:00,Fall,No,Holiday,Cloudy,30.34,35.605,74,22.0028,61,153,92
13/08/2011 14:00,Fall,No,Holiday,Clear,30.34,34.85,70,16.9979,113,259,146
13/08/2011 15:00,Fall,No,Holiday,Light Rain,27.88,31.82,79,23.9994,150,358,208
13/08/2011 16:00,Fall,No,Holiday,Cloudy,28.7,33.335,74,19.0012,148,281,133
13/08/2011 17:00,Fall,No,Holiday,Cloudy,29.52,34.85,74,16.9979,97,269,172
13/08/2011 18:00,Fall,No,Holiday,Clear,28.7,33.335,74,15.0013,123,292,169
13/08/2011 19:00,Fall,No,Holiday,Cloudy,27.88,31.82,79,19.0012,67,237,170
13/08/2011 20:00,Fall,No,Holiday,Cloudy,27.88,31.82,83,15.0013,78,183,105
13/08/2011 21:00,Fall,No,Holiday,Cloudy,27.88,31.82,83,26.0027,40,167,127
13/08/2011 22:00,Fall,No,Holiday,Cloudy,27.88,31.82,83,26.0027,36,154,118
13/08/2011 23:00,Fall,No,Holiday,Cloudy,27.06,30.305,83,22.0028,25,120,95
14/08/2011 00:00,Fall,No,Holiday,Light Rain,27.06,30.305,83,19.9995,19,90,71
14/08/2011 01:00,Fall,No,Holiday,Light Rain,26.24,28.79,89,15.0013,16,73,57
14/08/2011 02:00,Fall,No,Holiday,Light Rain,26.24,28.79,89,15.0013,13,62,49
14/08/2011 03:00,Fall,No,Holiday,Cloudy,26.24,28.03,94,16.9979,5,27,22
14/08/2011 04:00,Fall,No,Holiday,Light Rain,26.24,28.03,94,12.998,1,3,2
14/08/2011 05:00,Fall,No,Holiday,Cloudy,26.24,28.03,94,11.0014,1,10,9
14/08/2011 06:00,Fall,No,Holiday,Cloudy,26.24,28.03,94,7.0015,2,6,4
14/08/2011 07:00,Fall,No,Holiday,Cloudy,27.06,29.545,89,12.998,4,24,20
14/08/2011 08:00,Fall,No,Holiday,Cloudy,27.06,29.545,89,19.0012,20,41,21
14/08/2011 09:00,Fall,No,Holiday,Light Rain,27.06,29.545,89,19.0012,27,103,76
14/08/2011 10:00,Fall,No,Holiday,Clear,28.7,33.335,79,15.0013,67,183,116
14/08/2011 11:00,Fall,No,Holiday,Clear,28.7,33.335,79,12.998,81,198,117
14/08/2011 12:00,Fall,No,Holiday,Cloudy,28.7,33.335,79,15.0013,98,281,183
14/08/2011 13:00,Fall,No,Holiday,Clear,29.52,34.85,74,16.9979,144,377,233
14/08/2011 14:00,Fall,No,Holiday,Clear,30.34,34.85,70,12.998,126,370,244
14/08/2011 15:00,Fall,No,Holiday,Clear,30.34,34.85,66,12.998,128,331,203
14/08/2011 16:00,Fall,No,Holiday,Clear,30.34,34.85,66,11.0014,116,292,176
14/08/2011 17:00,Fall,No,Holiday,Clear,31.16,35.605,62,8.9981,133,329,196
14/08/2011 18:00,Fall,No,Holiday,Clear,30.34,34.85,66,11.0014,125,347,222
14/08/2011 19:00,Fall,No,Holiday,Clear,29.52,34.85,74,15.0013,75,259,184
14/08/2011 20:00,Fall,No,Holiday,Clear,28.7,33.335,84,11.0014,67,193,126
14/08/2011 21:00,Fall,No,Holiday,Light Rain,24.6,27.275,88,32.9975,51,155,104
14/08/2011 22:00,Fall,No,Holiday,Light Rain,24.6,27.275,88,32.9975,14,39,25
14/08/2011 23:00,Fall,No,Holiday,Light Rain,24.6,28.03,83,0,5,27,22
15/08/2011 00:00,Fall,No,Not a weekend,Light Rain,24.6,27.275,88,6.0032,7,25,18
15/08/2011 01:00,Fall,No,Not a weekend,Cloudy,24.6,27.275,88,8.9981,1,10,9
15/08/2011 02:00,Fall,No,Not a weekend,Cloudy,24.6,28.03,83,0,0,3,3
15/08/2011 03:00,Fall,No,Not a weekend,Clear,24.6,28.03,83,12.998,1,7,6
